INFO:depchase:DEPENDENCY INFORMATION                                                          
INFO                                                                            MATCH
├─libdbus-1.so.3(LIBDBUS_1_3)                                                   dbus-libs-1:1.11.16-4.fc27.i686
├─libsoup-2.4.so.1                                                              libsoup-2.58.1-2.fc27.i686
├─libgnutls.so.30                                                               gnutls-3.5.14-3.fc27.i686
├─libselinux.so.1                                                               libselinux-2.7-1.fc27.i686
├─libXrender.so.1                                                               libXrender-0.9.10-4.fc27.i686
├─libXfixes.so.3                                                                libXfixes-5.0.3-2.fc26.i686
├─libtiff.so.5(LIBTIFF_4.0)                                                     libtiff-4.0.8-3.fc27.i686
├─libXpm.so.4                                                                   libXpm-3.5.12-4.fc27.i686
├─libasound.so.2(ALSA_0.9.0rc4)                                                 alsa-lib-1.1.4.1-1.fc27.i686
├─libgnutls.so.30(GNUTLS_3_4)                                                   gnutls-3.5.14-3.fc27.i686
├─libXft.so.2                                                                   libXft-2.3.2-5.fc26.i686
├─libXinerama.so.1                                                              libXinerama-1.1.3-7.fc26.i686
├─libXcomposite.so.1                                                            libXcomposite-0.4.4-9.fc26.i686
├─libxcb.so.1                                                                   libxcb-1.12-5.fc27.i686
├─libgconf-2.so.4                                                               GConf2-3.2.6-17.fc26.i686
├─libacl.so.1                                                                   libacl-2.2.52-18.fc27.i686
├─librsvg-2.so.2                                                                librsvg2-2.40.17-1.fc27.i686
├─/usr/sbin/alternatives                                                        chkconfig-1.10-3.fc27.i686
├─libgif.so.4                                                                   giflib-4.1.6-17.fc27.i686
├─libacl.so.1(ACL_1.0)                                                          libacl-2.2.52-18.fc27.i686
├─desktop-file-utils                                                            desktop-file-utils-0.23-3.fc26.i686
├─libwebkit2gtk-4.0.so.37                                                       webkitgtk4-2.16.2-2.fc27.i686
├─libjavascriptcoregtk-4.0.so.18                                                webkitgtk4-jsc-2.16.2-2.fc27.i686
├─libX11-xcb.so.1                                                               libX11-xcb-1.6.5-4.fc27.i686
├─libMagickCore-6.Q16.so.2                                                      ImageMagick-libs-6.9.3.0-7.fc27.i686
├─dejavu-sans-mono-fonts                                                        dejavu-sans-mono-fonts-2.35-4.fc26.noarch
├─libMagickWand-6.Q16.so.2                                                      ImageMagick-libs-6.9.3.0-7.fc27.i686
├─libm17n-core.so.0                                                             m17n-lib-1.7.0-6.fc26.i686
├─libm17n-flt.so.0                                                              m17n-lib-1.7.0-6.fc26.i686
├─libotf.so.0                                                                   libotf-0.9.13-8.fc26.i686
└─emacs-common = 1:25.2-2.fc27                                                  emacs-common-1:25.2-2.fc27.i686
erlang-19.3.6.1-1.fc27.i686                                                     
├─erlang-erts(x86-32) = 19.3.6.1-1.fc27                                         erlang-erts-19.3.6.1-1.fc27.i686
├─erlang-stdlib(x86-32) = 19.3.6.1-1.fc27                                       erlang-stdlib-19.3.6.1-1.fc27.i686
├─erlang-kernel(x86-32) = 19.3.6.1-1.fc27                                       erlang-kernel-19.3.6.1-1.fc27.i686
├─erlang-runtime_tools(x86-32) = 19.3.6.1-1.fc27                                erlang-runtime_tools-19.3.6.1-1.fc27.i686
├─erlang-compiler(x86-32) = 19.3.6.1-1.fc27                                     erlang-compiler-19.3.6.1-1.fc27.i686
├─erlang-inets(x86-32) = 19.3.6.1-1.fc27                                        erlang-inets-19.3.6.1-1.fc27.i686
├─erlang-crypto(x86-32) = 19.3.6.1-1.fc27                                       erlang-crypto-19.3.6.1-1.fc27.i686
├─erlang-mnesia(x86-32) = 19.3.6.1-1.fc27                                       erlang-mnesia-19.3.6.1-1.fc27.i686
├─erlang-orber(x86-32) = 19.3.6.1-1.fc27                                        erlang-orber-19.3.6.1-1.fc27.i686
├─erlang-ssl(x86-32) = 19.3.6.1-1.fc27                                          erlang-ssl-19.3.6.1-1.fc27.i686
├─erlang-syntax_tools(x86-32) = 19.3.6.1-1.fc27                                 erlang-syntax_tools-19.3.6.1-1.fc27.i686
├─erlang-wx(x86-32) = 19.3.6.1-1.fc27                                           erlang-wx-19.3.6.1-1.fc27.i686
├─erlang-sasl(x86-32) = 19.3.6.1-1.fc27                                         erlang-sasl-19.3.6.1-1.fc27.i686
├─erlang-asn1(x86-32) = 19.3.6.1-1.fc27                                         erlang-asn1-19.3.6.1-1.fc27.i686
├─erlang-hipe(x86-32) = 19.3.6.1-1.fc27                                         erlang-hipe-19.3.6.1-1.fc27.i686
├─erlang-public_key(x86-32) = 19.3.6.1-1.fc27                                   erlang-public_key-19.3.6.1-1.fc27.i686
├─erlang-snmp(x86-32) = 19.3.6.1-1.fc27                                         erlang-snmp-19.3.6.1-1.fc27.i686
├─erlang-tools(x86-32) = 19.3.6.1-1.fc27                                        erlang-tools-19.3.6.1-1.fc27.i686
├─erlang-xmerl(x86-32) = 19.3.6.1-1.fc27                                        erlang-xmerl-19.3.6.1-1.fc27.i686
├─erlang-cosEvent(x86-32) = 19.3.6.1-1.fc27                                     erlang-cosEvent-19.3.6.1-1.fc27.i686
├─erlang-debugger(x86-32) = 19.3.6.1-1.fc27                                     erlang-debugger-19.3.6.1-1.fc27.i686
├─erlang-et(x86-32) = 19.3.6.1-1.fc27                                           erlang-et-19.3.6.1-1.fc27.i686
├─erlang-cosNotification(x86-32) = 19.3.6.1-1.fc27                              erlang-cosNotification-19.3.6.1-1.fc27.i686
├─erlang-cosProperty(x86-32) = 19.3.6.1-1.fc27                                  erlang-cosProperty-19.3.6.1-1.fc27.i686
├─erlang-cosTime(x86-32) = 19.3.6.1-1.fc27                                      erlang-cosTime-19.3.6.1-1.fc27.i686
├─erlang-dialyzer(x86-32) = 19.3.6.1-1.fc27                                     erlang-dialyzer-19.3.6.1-1.fc27.i686
├─erlang-edoc(x86-32) = 19.3.6.1-1.fc27                                         erlang-edoc-19.3.6.1-1.fc27.i686
├─erlang-gs(x86-32) = 19.3.6.1-1.fc27                                           erlang-gs-19.3.6.1-1.fc27.i686
├─erlang-observer(x86-32) = 19.3.6.1-1.fc27                                     erlang-observer-19.3.6.1-1.fc27.i686
├─erlang-otp_mibs(x86-32) = 19.3.6.1-1.fc27                                     erlang-otp_mibs-19.3.6.1-1.fc27.i686
├─erlang-ssh(x86-32) = 19.3.6.1-1.fc27                                          erlang-ssh-19.3.6.1-1.fc27.i686
├─erlang-common_test(x86-32) = 19.3.6.1-1.fc27                                  erlang-common_test-19.3.6.1-1.fc27.i686
├─erlang-cosEventDomain(x86-32) = 19.3.6.1-1.fc27                               erlang-cosEventDomain-19.3.6.1-1.fc27.i686
├─erlang-cosFileTransfer(x86-32) = 19.3.6.1-1.fc27                              erlang-cosFileTransfer-19.3.6.1-1.fc27.i686
├─erlang-cosTransactions(x86-32) = 19.3.6.1-1.fc27                              erlang-cosTransactions-19.3.6.1-1.fc27.i686
├─erlang-diameter(x86-32) = 19.3.6.1-1.fc27                                     erlang-diameter-19.3.6.1-1.fc27.i686
├─erlang-eldap(x86-32) = 19.3.6.1-1.fc27                                        erlang-eldap-19.3.6.1-1.fc27.i686
├─erlang-erl_docgen(x86-32) = 19.3.6.1-1.fc27                                   erlang-erl_docgen-19.3.6.1-1.fc27.i686
